投诉问题,投诉对象,发布日期,投诉要求,投诉内容
" 客服服务态度差,不解决方案",南京银行鑫梦享,2021年12月30日 13:33, 减免息费 方案合理化,因为本人原因 导致多个平台逾期，5月因为个人身体状况 导致两个月无法正常工作导致逾期问题 也因此积极和多个平台协商方案 目前协商的都差不多 一个月工资就那么多 所以每月先还了协商通过的平台 也一直和南京银行沟通 一直是没有达成一致 今天银行人员给我打电话 态度强硬 一直打断我的话 还硬要帮我申请不还钱 走法律合同 我一直和他申明 我有还款意愿 但是一下子全部还不进去 这时他一直打断我的话 说就两条路 一直减免逾期利息 全额还款。二帮我申请一毛不还 语音上交走法律合同 这期间我一直强调我没说不还 也不用他帮我强制申请 一直打断最后迫切挂断 要求银行方案合理化 疫情期间多多谅解。钱不好借 只能靠自己
 暴力催收骚扰家人,南京银行鑫梦享,2021年12月28日 19:58," 道歉,作出处罚,改善服务,解释",南京银行在能联系到我的情况下去联系我家人，我是逾期了，但是经济困难，南京银行不紧谩骂我，还去我家人下面骚扰，严重影响我家人的生活，等我父母出现问题我一定会去告你们。我是成年人，不是小孩，没有失联就去找我父母，真的很无底线
" 提前还款收取违约金,虚假宣传",南京银行鑫梦享,2021年12月28日 15:27, 免除违约金,2020年11月贷了20万，中介诱导办理贷款并收取大额中介费。当时说10w利息一年5847，20w也就11694，实际还了一年发现利息将近1.6w。年化根本和实际的不一样。并且说6个月之后就可以提前还，也没说过有违约金之类的。今天准备提前还款时发现有7701.15元的违约金
 客服服务态度差,南京银行鑫梦享,2021年12月27日 15:50, 请官方客服联系我,还款方面的问题 但是联系不上官方，请官方主动来联系我
" 客服服务态度差,暴力催收",南京银行鑫梦享,2021年12月26日 15:39," 改善服务,停止催收",因身体原因导致持续需要治疗，因此三个月内对于鑫梦享的还款均有延迟，上月已数次告知情况，对方并非不知情。本月依旧屡次骚扰，工作时间不方便接听电话，烦不胜烦之际删除对方好友，对方恼羞成怒威胁上门并污蔑本人逃避欠款。如果我真有心逃避欠款我会和你沟通？我会给你们打电话？？我会任由你们骚扰？明明知道我的情况还要如此！如果不是你们步步紧逼我会删除好友？现在还要威胁我说要上门？我要求你们立即停止催收骚扰！并协商还款！
" 暴力催收,高额手续费,恐吓威胁",南京银行鑫梦享,2021年12月26日 10:40," 解释,改善服务,减免利息，补偿手续费",贷款10万，收了2万多手续费到手不到八万，我一看账单得还十多万，然后还暴力催收，发短信恐吓我，给我单位同事打电话，还要上门暴力催收，天天发信息恐吓我
 服务不到位,南京银行鑫梦享,2021年12月24日 12:47, 赔偿,本人于2020年12月30日通过鑫分期卡借款10万元，后于21年1月20日转入100***.36用于偿还本息，当时因对流程不够了解未进行提前还款操作，此后南京银行一直从预缴存款中扣缴每月利息，期间未发送短信提醒需扣款及已扣款信息，未完全履行通知义务，导致本人一直不知本金没有还上，南京银行应承担部分责任
 功能限制,南京银行鑫梦享,2021年12月24日 11:35," 开放提前还款功能,开放提前还款功能",银行强制满6个月才能提前还款，首先是霸王条款，其次代理利率高的离谱，提前还款存在高额违约金存在不合理收费套路贷
" 高利贷,向大学生放贷",南京银行鑫梦享,2021年12月24日 02:48," 赔偿,偿还高额利息",2020年4月份还未毕业，通过分期乐平台借款，南京银行放款8000元，现已还款20期，共还款7258元，还需还款5835元，其中还有本金4000，之前还的钱都是利息，要求偿还高额息费，已经向互联网金融投诉
" 客服不处理,联系不到客服,赠品问题,发送无法兑换兑换码",南京银行鑫梦享,2021年12月22日 13:59," 改善服务,发货,补发兑换码",本人于12月20日在南京银行信用卡n卡兑换了一张喜马拉雅月卡，按照发来的短信上的兑换卡密在喜马拉雅app中无法兑换，显示该码已被兑换。询问了喜马拉雅官方客服，客服查验兑换码后得知该兑换码已经于12月16日被兑换过了。南京银行n卡订单记录中的客服电话为空号，官方客服电话投诉无人接听。要求重新补发可以兑换的喜马拉雅月卡兑换码，并整顿客服，修改详情页面中的空号热线
" 还款协商,协商还款",南京银行鑫梦享,2021年12月21日 21:35," 改善服务,协商",本人9月10月初申请通过鑫梦享借款，分三期借款，之后由于个人原因借款期限选错为三期，以及家庭困难原因导致本人三个贷款中，有一个无法还清，之后积极和银行联系协商，能否延期一期，下个月一起还，或者协商变更合同，但工作人员直接拒绝，说之前曾有过展期政策，但是现在没有。但本人查看合同，是可以申请变更合同以及展期的，本人现申请延期，或者协商变更合同。
" 客服不处理,服务不到位,虚假宣传,优惠券问题",南京银行鑫梦享,2021年12月20日 15:54, 补发优惠券,南京银行信用卡宣传消费天天连续打卡可以领取优惠券，已连续打卡50天，一张优惠券都没法领取，电话客服只是让等待处理，已经有两周时间都没能处理好
 高利息，高额违约金,南京银行鑫梦享,2021年12月20日 14:43," 改善服务,赔偿",本人于2018年通过业务员申请了南京银行鑫梦享10万元贷款，分期48期，目前已还了38期，金额11.3万元，现在想提前结清剩余10期，app显示还需2万8千多元，利息高达4万多元，且还需要收取1300多元的提前还款违约金，当初办理贷款时业务员并未说提前还款还会收取违约金，且当时告知利率只有10%.现在才发现利率高达18.75%，和描述不符，虚假宣传，诱导客户，现希望平台帮忙减免协调提前还款
 协商还款,南京银行鑫梦享,2021年12月20日 14:07," 解释,协商",在南京银行贷款10万 由于疫情原因 生意失败 亏损严重导致资产负债 已经还款3万多 还有6万未还 多次与银行沟通 看看能不能定制还款计划 分期还款 感谢！
 鑫梦享高额收取违约金,南京银行鑫梦享,2021年12月20日 10:21, 取消违约金,2021年8月本人向南京银行（诚易贷）申请一笔消费贷款（利率18% ，48期），迄今已按时还款4期，在考虑申请提前还款，可是现在南京银行告知，如要还款得要等到6个月，还告知6个月后需要本人承担剩余未还本金5%的违约金。 当时业务专员没有告知未知风险，没有说明鑫梦享提前还款需要支付违约金。六个月之后可以申请提前还款，但是并没有提到提前还款还是需要支付百分之五违约金，存在误导客户。且： 1、南京银行展业人员在贷款时明知本人投资意向的资金用途前提下，虚构了装修消费事实违规放款，诱导本人贷款，从申请到放款仅隔几小时，且从未高知贷款类型为等额本息 2、银行工作人员还指导我将贷款的资金发放下来后直接转到第三方账户后取现金出来用来防止追责 3、疫情原因导致本人的还款能力急剧下降， 剩余本金也是拼凑起来想还给银行不做失信人，难道南京银行这样操作是想让贷款坏账让我成为失信人员吗。在大环境这样的情况下对南京银行保持很大的质疑，并会向银保监投诉。
 鑫梦享高额收取违约金,南京银行鑫梦享,2021年12月17日 11:22, 取消违约金,2021年12月 在南京银行鑫梦享借款20万用日常周转，当时业务专员没有告知未知风险，没有说明鑫梦享提前还款需要支付违约金，再后来视频面签的时候有告知前六个月不能提前还款，六个月之后可以申请提前还款，但是并没有提到提前还款还是需要支付百分之五违约金，存在误导客户，我是通过同事才知道后，存在误导消费者
 诱导虚构消费凭据放款,南京银行鑫梦享,2021年12月14日 18:57," 退款,赔偿",2019年3月本人向南京银行（诚易贷）申请一笔消费贷款（利率5.5% ，48期），迄今已按时还款32期，总计还款17万多元（其中12万本金，5万元利息）剩余本金77000多元的情况下申请提前还款，可是现在南京银行不受理，非要本人承担剩余未还本金5%的违约金（剩余本金：77000多元 合计违约金：3800多元）。前提：现在提前还款实际已结清大部分利息，本应用款4年共5万多的利息，我现在只用了3年还了5万利息已经，还要收取违约金，简直伤天害理。且：1、南京银行展业人员在贷款时明知本人投资意向的资金用途前提下，虚构了婚庆消费事实违规放款，诱导本人贷款，从申请到放款仅隔几小时，且从未高知贷款类型为等额本息2、银行工作人员（司朝磊）还指导我将贷款的资金发放下来后直接转到第三方账户后取现金出来用来防止追责3、疫情原因导致本人的还款能力急剧下降， 剩余本金也是拼凑起来想还给银行不做失信人，难道南京银行这样操作是想让贷款坏账让我成为失信人员吗。在大环境这样的情况下对南京银行保持很大的质疑，并会向银保监投诉
 客服不处理,南京银行鑫梦享,2021年12月14日 15:51, 协商还款,多次致电客服都不处理，态度都很差，说会有对应人员来主动找我协商 ，结果等了很久都没有给答复，也收到很多催收电话
 员工违规收取中介费,南京银行鑫梦享,2021年12月13日 12:54, 退款,银行客户经理联合非本行员工以低利率诱导贷款，贷前银行员工电话教我话术来应对贷款的面签问答，事后收取本人下款额20%的手续费。希望平台能够帮忙追回款以及投诉银行员工违规。
 协商还款,南京银行鑫梦享,2021年12月08日 09:02, 协商还款,在南京银行贷款30万 由于疫情原因 生意失败 亏损严重导致资产负债 已经还款15万 还有15万未还 多次与银行沟通 看看能不能定制还款计划 分期还款 感谢
 持续性软暴力催收,南京银行鑫梦享,2021年12月06日 20:01, 申请协商分期还款,我申请的南京银行贷款催收麻烦不要骚扰家人，我申请南京银行贷款15万，现在还剩总还款金额46859.24元没还，现在还款真的有点困难，多次打电话催收，我也表明了我还款确实是有困难，能不能选择协商分期还款，银行直接表示不可以， 还是打电话骚扰家人，我又不是不还，只不过是真的困难，想分期，并且不要骚扰家人，我又没有跑路
" 暴力催收,骚扰亲朋好友,拒绝协商,像第三方泄露债务信息",南京银行鑫梦享,2021年12月02日 13:37," 协商还款,停止骚扰催收,妥善保管本人信息",期间主动找过工作人员协商，工作人员拒绝协商还款事项，后期寻找第三方人员暴力催收，平台短信轰炸威胁，并电话骚扰家人
" 客服不处理,拒不发货,逾期未发货",南京银行鑫梦享,2021年12月02日 13:34," 赔偿,作出处罚,发货",我11月17号晚上8点参与抢购，抢购成功后马上付款80元，本应是短信发送一份100元天猫超市卡密给我，结果我等了一个礼拜还没有收到短信，大概一个礼拜后再app找客服说是给我登记反馈下3个工作日会给我短信发送卡密，我等了一个礼拜后还是没有收到再次去找客服，客服说已经补发但是我并没有收到卡密短信，我要求客服给我反馈投诉，且说的跟明白需要电话联系我，这已经3天过去了还是没有得到任何的回复任何的短信，我要求给我发送我应得的卡密信息，并且严肃处理10040这个客服，我要投诉他，并且我要知道怎么处理他的，我已经和你们打过几次招呼了
 协商还款,南京银行鑫梦享,2021年11月24日 14:00, 让我管朋友借钱,我因北京的疫情，导致生意投资失败，想与南京银行协商，我说明了自己的情况，我说了明年二三月份我卖了房就一次性还清，你们跟我说提前还有违约金，还跟我说让我管朋友借钱还这期的钱，我第一没有逃避欠款，第二我也是积极的再找你们协商！如果你们不愿意协商，只是一味的催我还款，我现在也没有办法
 好额逾期利息难以承受,南京银行鑫梦享,2021年11月23日 14:43, 减免违约金利息,上半年工作不顺 家庭遭遇变故+顾信用卡逾期+十一月初联系信用卡客服人员+说20号可以协商还款+当时账单金额5800现在一看6100多不到20天利息涨了300多 不接受利滚利的高利贷信用卡现在请求减免利息违约金本人愿协商下一次性过还清欠款
" 客服服务态度差,暴力催收,恐吓威胁",南京银行鑫梦享,2021年11月18日 23:10," 停催,道歉,协商申请",自称南京银行贷后催收部门工作人员，一天打10几次电话骚扰，不听本人说话，本人说已经和官方客服沟通，因为本人有特殊原因，希望沟通协商下。这位工作人员根本不听，一直抢话不听你说什么。就是要还钱，把让你还钱说的特别强硬。威胁，恐吓，骚扰，按照法律规定催收一天不得超过3次，但是一天骚扰我10几次。一遍接着一遍打电话，对本人生活造成严重影响。本人已保存通话录音。这种行为已经达到暴力催收。已经违法。
 提前还款收取违约金,南京银行鑫梦享,2021年11月18日 22:58, 免除违约金,2021-10-27+19:46:172021年4月贷了一笔19万一笔10万共29万，中介诱导办理贷款并收取大额中介费。年化根本和实际的不一样。并且说6个月之后就可以提前还，也没说过有违约金之类的。今天准备提前还款时发现有2990元的违约金，比利息还多
" 虚假宣传,欺诈",南京银行鑫梦享,2021年11月18日 12:58," 退款,赔偿",我从2021年3月起在南京银行鑫梦享贷款14万8千，现在还贷已满7个月，满足提前还清贷款条件，但是要求免去提前还贷违约金！贷款前客户经理诱导我分48期还贷，签约时也未告知具体的年利息和提前还贷需支付高额的违约金。目前已还贷7个月，一直是高额月利息，涉嫌虚假宣传。
 删除不良记录,南京银行鑫梦享,2021年11月18日 10:21, 改善服务,本人未和南京银行存在贷款往来，南京银行上传贷款信息到本人征信
 未收到货,南京银行鑫梦享,2021年11月18日 10:14, 重新发货,南京银行鑫梦享把应该寄到江苏盐城东台的大米错发到了南京双乐园3号门店菜鸟驿站，没有客服投诉通道，要求南京银行鑫梦享重新发货。
 微信退款，银行未到账,南京银行鑫梦享,2021年11月18日 08:06," 退款,退款到账",微信转账退款回银行，银行迟迟未到账！！客服说明0－3个工作日到账，现在第四个工作日却还未到账！
" 虚假宣传,拒不发货,逾期未发货",南京银行鑫梦享,2021年11月17日 11:44," 赔偿,作出处罚,发货",11月3日在n卡小程序抢购的极米投影仪，过了七天了也没发货。今天告知没货，请问没货为啥要做这个活动。低价吸引消费者来抢购，又不发货，涉嫌欺诈。我调查了一下市场上都有货的。
" 资方不协商,协商还款没有渠道,暴力催收",南京银行鑫梦享,2021年11月16日 16:52," 协商还款,停催",本人于唯品会唯品取现渠道借款，本来是循环额度，一直借还记录良好，后来莫名不能续借，导致整个链条断裂，但仍在能力范围之内尽力还清当月账单，上上个月起，确实由于缺口过大，导致账单逾期，累计到今天三个月已逾期9962元，在此期间，多次接到催收电话，本人尽力想还款，虽然没有做到跟催收承诺的全额还，或者每天还，但是一有多余资金就还进去了，同时也多次跟唯品会客服，资方南京银行电话沟通，想要协商还款事宜，调整还款方案，均被南京银行拒绝。本人诉求：欠债还钱天经地义，本人也承诺一定会如数还进去，但是希望能够：1、调整还款方案；2、停止催收。
 客服服务态度差,南京银行鑫梦享,2021年11月16日 14:21, 改善服务,本人于6月30号在南京银行鑫梦享借款平台，借了5万，还了三期，因为我女儿有肾病综合征，每个月都要去医院复查，8月底做了一次手术，导致资金供应链衔接不上，南京银行一直催收，直到现在直接让第三方催收，而且上门，之前客服打电话来，我要求延期，客服直接一口回绝，导致现在第三方给我说的就是，20号之前还不上，月底直接起诉，本人确实是负债较高，还不上，一直与他们协商还款，一直不同意协商还款，导致本人已经有了轻生的念头，而且已有轻生行动，希望银行能给我一个合理的，还款方式 谢谢
 银行违规贷款,南京银行鑫梦享,2021年11月16日 09:33," 道歉,解释",本人名下没车，却有一笔车贷。我一个网贷都申请不下来的人怎么会批下来这么一大笔贷款
" 客服服务态度差,拒不发货",南京银行鑫梦享,2021年11月15日 17:37," 解释,改善服务,及时发货",投诉内容：11月3日在南京银行ncard小程序上买的极米投影仪，已经过去了14天了仍旧不发货。我在11月10日和11月11日两次致电南京银行客服投诉后，6天过去了到现在连个为什么不发货的回复解释都没有。投诉要求：赶紧发货，改善差劲的售后服务态度。
" 服务不到位,没有逾期不放款",南京银行鑫梦享,2021年11月14日 02:16," 改善服务,放款",在好分期app借款，从来没有逾期记录，因为最近大连疫情严重，需要资金周转，要求南京银行人性化管理，给需要贷款的及时放款，度过这个困难时期，谢谢
 协商还款,南京银行鑫梦享,2021年11月10日 14:47, 协商还款,本人在南京银行2018年开始分期偿还鑫梦享贷款15万，到现在还剩4期共16686.22元未还，因为疫情原因2021年10月账单没办法处理，打电话到客户贷后协商将于2021年11月25日两期一起偿还，客户和贷后人员态度坚决不同意。但现实情况是我确实遇到了困难，只是要求延迟一期而已，而且就剩下几期，南京银行就不能体谅下疫情下艰难度日的人么，要求银行协商还款。
 第三方人员催收,南京银行鑫梦享,2021年11月06日 17:59," 改善服务,停止第三方人员催收",今天接到个人电话，对方自称南京银行工作人员，结果对方不是南京银行工作人员，我再三问对方，对方说，南京银行已经把我逾期案件交她们处理。但对方知道我家庭信息，还是部分亲属电话，还用个人电话给我发逾期将处理我的视频。
" 违法催收,暴力催收",南京银行鑫梦享,2021年11月02日 19:30," 解释,改善服务",我因被骗导致经济困难+致使唯品金融逾期+放款机构为南京银行+今天下午先后接收到了南京座机号码+以及个人手机号码来电+以及信息催款+因工作原因+上班时间接不到电话+我希望与南京银行客服联系
 服务不到位,南京银行鑫梦享,2021年11月02日 17:18," 赔偿,道歉",本人在有钱花平台借款，在还款当日也已经致电客服原因，表明疫情原因，郑州这边对工作什么的都跟严，部分停工，表明了会尽快还款，这里客服表示理解，也很催收有协商还款，真的是疫情原因，这两天因为有确诊者去了郑州，本来已经松散一些又严重了，我也有跟客服说明了情况，但是南京银行给我发短信，告诫我多久多久把他们和有钱花合作的还完，我现在也不知道到底要跟有钱花协商。还是跟银行协商，我也向每个客服人员，催收人员说明了我的情况，但是尤其是南京银行客服，丝毫不理会，完全不同意协商还款，疫情这么严重，我也不想这样，但是这样不给解释，不给机会，想要把人逼疯，真的不知道咋说，直接上来就是律师函，加入失信人名单，我想说国家对于有困难的债务人，也会给于一定的时间去周转，况且疫情也不是我想看到的，我也跟催收有协商，又给我发短信，说怎么怎么样，你们是不是觉得非要逼我去死，疫情我真的快熬不下去了，你们也不原因给我时间，那我也不知道活着的意义了
 客服不处理,南京银行鑫梦享,2021年10月30日 22:47, 退款,南京银行鑫享贷有笔贷款，额度15万，之前用了很久把钱都还上了，（利息差不多还了4万），后期又有需求把钱贷出来了，还了一年多，利息加本金还了6万多，还剩11万本金未还，疫情遇到困难了，一直在给他们打电话协商还款，他们就总为难人，还打骚扰电话，还要上门，
 泄露个人信息，暴力催,南京银行鑫梦享,2021年10月29日 19:33," 道歉,改善服务",催收人员违法催收，暴力催收，恐吓家人，骚扰家人，泄露个人隐私，我有录音但是怎么上传不了
 门票问题,南京银行鑫梦享,2021年10月29日 19:07, 退款,10月18号在微信小程序南京银行N卡小程序，购买的北京环球影城淡季票一张，然后20号和从西安回来的朋友一起吃饭，然后21号被通知需要居家隔离，联系南京银行客服退款，不同意，打了多次投诉电话始终不同意。现在28号，北京因为疫情管控，外地游客也去不了，再次致电南京银行，还是无法退款。这个不是因为我个人原因去不了，是因为不可抗拒原因，疫情原因，个人肯定要遵守国家相关法律法规。所以想投诉不能退款的问题。
 客服不处理,南京银行鑫梦享,2021年10月29日 14:02, 改善服务,本人在唯品会贷款，因为各种原因所以目前无法偿还，征信显示是南京银行，所以一直积极联系平台及南京银行出资方想要协商还款，可是没有人受理。
 黑心贷 套路贷！！！,南京银行鑫梦享,2021年10月27日 20:52, 退款,2020年贷款30万 以4.9的利率虚假宣传 过后想提前还款 被告知必须还够6个月 因为有高额的违约金 一直坚持到现在还款15个月  想提前还款 但是被扣除15个月3万5的巨额利息 这是比高利贷都可怕的砍头贷！！！！
 提前还款违约金,南京银行鑫梦享,2021年10月27日 19:46, 取消违约金,2020年5月贷了10万元，当时办理人员说的年化根本和实际的不一样。并且说6个月之后就可以提前还，也没说过有违约金之类的。今天准备提前还款时发现有1600多的违约金，算了一下比后面7个月的利息还高
 乱扣费,南京银行鑫梦享,2021年10月27日 15:45, 退款,21年有三个月按照最低还款还信用卡，信用卡全额扣息，有一个月晚于还款期还款也被扣钱。关键完全没有通知信息。最低还款全额扣息也没有任何的告知。像南京银行反映情况，工作人员只说申请信用卡的时候合同条款里有，完全不根据实际情况来解决问题
 虚假宣传,南京银行鑫梦享,2021年10月27日 09:50, 赔偿,本人于2020年在鑫梦享贷款30万元 在他们合作的客户经理以4.9的年华利率忽悠我 事后我觉得不合适 找他们提前还款 他们要求必须半年 现在还了15个月了 提前还款要求违约金又1万 现在15个月已经扣除我3.5w的利息 比高利贷都贵  要求按照15个月的利息结算  然后还清剩余本金。
 贷款还款,南京银行鑫梦享,2021年10月26日 18:19, 按照本金还款,2019年本人有用车需求，找了中介公司买了辆车，被套路贷，被贷了美利车的高额贷款，还款4个月后2020年初疫情爆发，还款压力巨大，到2020年8月时还款第10个月，美利车倒闭，我也没有工作，想协商延时还款，但是一直不给处理，2020年10月份联系过我，让我提前结清需要16833，当时没有工作，无力偿还所有欠款，当时工作人员告诉我这16833是本金，因为当时疫情比较严重，本人也没有工作，只能就此作罢，2021年年初，我筹集到了16000元，准备还款，却被告知需要还款36000元，我确实不清楚这多出来的近20000元是什么地方出来的？现在美利车也不给处理这件事情，银行也一味的罚息，期间我最少打过10次以上的电话，想要协商还款，每次都给我不清不楚的答复，核心意思就是，你不还款，就罚息，不碰到疫情和美利车倒闭，谁能到这种程度？？？
 虚假宣传,南京银行鑫梦享,2021年10月26日 13:02," 退款,赔偿",我在2021年3月，通过北京智远金融客户经理陈阳，在她那里贷款10万，后让我下载了鑫梦享。她说是南京银行的，先提前扣利息，可是我还贷的时候，还是还10万的贷款和利息，当时扣了14400元。当时没说违约金的事，等咨询才知道。所以必须有个说法。
" 客服不处理,没借过却要还",南京银行鑫梦享,2021年10月22日 10:51, 销除借款信息,要求销除借款记录，太可怕了，一直没处理好
" 客服不处理,服务不到位,联系不到客服",南京银行鑫梦享,2021年10月21日 20:28," 退款,补发短信",10月15日在南京银行app鑫e商城鑫动权益的吃喝玩乐专区花了270购买了300京东电子e卡，结果一直未收到短信，当天联系商家始终联系不上又多次联系南京银行客服，结果一直以已记录反馈为理由一直不处理解决问题
 合同利率不认同,南京银行鑫梦享,2021年10月21日 14:32, 有钱花平台,本人记录相关证据截图证据！债务中牵扯套路问题较多，本人等兰州疫情过后进行相关维权处理
 虚假宣传,南京银行鑫梦享,2021年10月20日 20:00, 退款,南京银行诚易贷，一共25万元，办的客户经理说4点几的利率，满6个月就可以提前还款。准备提前还款时，才发现有高额违约金，联系客户经理，表示无论期限多久，提前还款都要付违约金，之前在办贷款的时候并没有提及，利息仔细一算也不是之前说的年化5不到。同样的其他银行提前结清都是算到当日利息，没有违约金。最近提前还款，一笔待还本金15074元，收了7537.5元违约金，另外一笔违约金收取了1884.38元。现在要求退还收取的违约金9421.88元。
 客服服务态度差,南京银行鑫梦享,2021年10月20日 19:56," 解释,改善服务,赔偿",本人于2019年4月从南京银行鑫梦享平台贷款7万元，用于购车 ，后于2020年因疫情原因失去工作，无收入来源失去还款能力，近日 有自称南京银行的贷款催收人员拨打我父母电话各种骚扰 每天二三十个电话 并恐吓   也拨打了我亲戚朋友的电话 各种骚扰 恐吓，我母亲因其恐吓 造成精神恍惚，因对方的骚扰恐吓 造成我本人 家人 亲戚 朋友 无法正常生活 工作 ，我请求平台给予公平公正  断绝此类暴力催收，跪谢
 催收问题,南京银行鑫梦享,2021年10月19日 18:31, 暂停催收,我在南京银行申请你好e贷，2021年10月18日到期，因为南京7月份的疫情，使得我的资金链出现短暂困难，暂时没有还款的能力，我第一时间和客服保持联系，希望可以延期还款半个月。并且停止催收。但是今天逾期开始后，并未有工作人员给我协商还款停催的问题，反倒是催收电话短信不停的打，给我造成很大精神压力。请求黑猫平台给予反馈，希望南京银行你好e贷可以宽限半个月时间，并且停催，让我寻找款项还款，谢谢。
 贷款额和到账额不一致,南京银行鑫梦享,2021年10月15日 17:40, 要求取消征信上传,1.合同不规范，贷款金额和到账金额不一致2.2018年7月确诊癌症，分别于7月，8月，9月，2019年3月都在住院，没有收入，银行不认可癌症是不可抗力因素，难道我躺在手术台上醒不来了还不上钱才行吗，这种危机生命的情况下我还一直在筹钱还款，银行一点人情都不讲
 高利贷,南京银行鑫梦享,2021年10月15日 09:52," 退款,作出处罚",本人有张南京信用卡，额度3万，由于今年疫情原因，逾期了，但是本人每月尽力还款，把本来就不多的生活费打进去还款，却被南京银行当作违约金和利息扣除了。利息和违约金超过国家设置的高利贷标准，本人多次跟南京银行客气协商，他们一口咬定是按国家标准来收的，请国家相关部门彻查该企业，对这种高利贷银行进行处罚。
 频繁上门催收,南京银行鑫梦享,2021年10月13日 17:47, 停止上门催收,我老婆在南京银行鑫梦享贷款二十万，一直还款都很好，现在因为我父亲胰腺癌晚期治疗费用很高，无法承担，逾期不到一个月南京银行所谓的第三方和律师事务所的频繁去家里敲门说调查，而且两个男的还闹到我老婆单位去了，家里有孩子有老人，现在家庭已经受到严重影响，孩子天天也是到点就害怕说不会又来敲门喊吧，而且不跟我协商，就是马上还钱，现在还要求必须全额还款，我希望这些所谓的第三方马上停止上门催收，而且还有各种威胁，各种私人号码的辱骂，侮辱人格行为
" 虚假发货,拒不发货",南京银行鑫梦享,2021年10月10日 10:16," 赔偿,道歉,作出处罚",我秒杀了券，付款了，结果订单被取消，一块钱也没了，这是骗局
 协商分期,南京银行鑫梦享,2021年10月09日 20:38," 改善服务,减免利息和违约金",本人和我老婆在南京银行鑫梦想分别贷款15万和13万，并且我还有张3万额度南京银行信用卡，分4年还款，已经还了2年多，这已经是第三次用南京银行贷款了，10年左右时间一直按时还款，南京银行赚取我们的利息就已经超过10多万了，今年因为家里出事，并且疫情原因导致无法按期还上贷款，每次都是尽力在下次出账单日之前还上。想跟银行协商，把剩余的本金10来万再延期成4-6年来还，利息照给，增加利息减少每月负担，凭我们的收入能够不产生逾期，这样的条件南京银行都不与协商，资本主义制度化要求按时还，并且要求催收人员规定时间内催收到款项，不然用考核逼着催收人员跟欠款人硬耗并且上门催收。我们国家已经走过改革开放三十年，让资本市场的人已经先富起来了，但是像南京银行这类的中外合资银行，已经完全偏离了我国的社会性质，大行资本主义一套，并且多家网贷机构的放款方都是南京银行，已经不单单满足于赚取正常利息了，合作的网贷机构全部是36%的最高红线贷款。请求央行和银监会彻查该企业，看看它是否合法合规，凭什么在社会主义的中国大行资本主义之风！
 高利贷，砍头贷,南京银行鑫梦享,2021年10月09日 13:34, 退高于的利息,当时资金紧张，办理贷款，但后来发现，当时所说的和实际情况不相符，办理时5万，说半年后可提前还款而且不需要在付相应的利息，还了16个月了一共还了23925元，年利率高达18！现在想提前还款，竟然被告知要还40271.31元，这种虚假宣传真的非常可耻！现在希望按照国家标准的年利率走，且让我提前还款！
" 虚假宣传,欺诈",南京银行鑫梦享,2021年10月06日 15:54," 退款,赔偿",我从2021年3月起在南京银行鑫梦享贷款10万，现在还贷已满6个月，满足提前还清贷款条件，但是要求免去提前还贷违约金！贷款前客户经理诱导我分48期还贷，签约时也未告知具体的年利息和提前还贷需支付高额的违约金。目前已还贷6个月，一直是高额月利息，涉嫌虚假宣传。
" 客服不处理,服务不到位",南京银行鑫梦享,2021年09月30日 16:40," 道歉,改善服务,解释,取消逾期",本人在南京银行贷款了你好e贷，每月20日还款，本月因出差忘记还款日期所以到28日才记起还款，期间没有收到任何电话通知，现在被算为逾期，打电话给客服说是找我的客户经理，打电话给客户经理，说是有短信提醒，南京银行这么多客户没有空电话通知，有问题可以找总行，她只是被分配给我当客户经理的，按这逻辑我是不是永远不还款南京银行也不会找我？要求改善服务态度，取消我逾期记录
 服务不到位,南京银行鑫梦享,2021年09月28日 23:00, 发货,从9月1日至今，每次在好分期借款，只要是南京银行就一直放款失败，现在正急需资金周转，凭什么不放款？
 提前还贷违约金5%,南京银行鑫梦享,2021年09月27日 16:39, 免去提前还贷违约金,我从2020年8月起先后在南京银行鑫梦享贷款30多万，现在已经无力偿还，家属愿意偿还本金，但是要求免去提前还贷违约金！
 涉嫌欺诈,南京银行鑫梦享,2021年09月26日 16:23, 我要全额还款,没有任何提示需要分12期还款，我要全额还款
 信用卡乱扣费,南京银行鑫梦享,2021年09月22日 08:43, 调整息费,南京银行金融金融联名信用卡，本人于9月14日还款15950，账单金额为16000，五十元未还清，而南京银行却按照本金16000给我算利息！继而产生了322.17元利息！打电话给客服，客服解释为没还够本金就按本金扣息！也就南京银行是这种操作吧！也没见四大行是这样算利息！
 贷款利息高提前还款还,南京银行鑫梦享,2021年09月20日 17:23, 能减免违约金利息,2020年10月份在南京银行贷款，贷款10w，实际到账5w，转给金融机构8千，分48期还款，第一期归还1643.75，以后每期归还1468.75.已经还款（本金利息之和）共计16331.25，现在想提前归还贷款，一看还需要43546.95，其中（违约金2073.66），如果按期每月归还的话，共计还款：70670元，个人觉得利息年利率过高，而且提前还款还需要违约金不合理，希望平台能给予帮助。减免利息和违约金
 催收,南京银行鑫梦享,2021年09月18日 09:55, 协商还款,1.因家里原因导致逾期，压力比较大 暂时还款困难。2.逾期后和银行沟通 每个月都在努力还钱，这个月真还不上 希望延期到下个月。3.逾期的原因我已和南京银行说了，证明材料也可以银行了。现在就是不同意，要起诉。
